product_id,category_id,product_name,manufacturer,part_number,product_type,description,technical_specs,is_active,created_at
196,3,Engine Starter Relay 196,Demo Aero Components 2,DEMO-PART-00196,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00196"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""2689.41""}",true,2026-09-01 00:00:00
197,3,Engine Ignition Lead 197,Demo Aero Components 3,DEMO-PART-00197,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00197"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""1056.57""}",true,2026-09-01 00:00:00
198,7,Landing Gear Sensor 198,Demo Aero Components 4,DEMO-PART-00198,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00198"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""1165.95""}",true,2026-09-01 00:00:00
199,2,Cabin Air Filter 199,Demo Aero Components 5,DEMO-PART-00199,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00199"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP026"", ""source_unit_cost"": ""1088.55""}",true,2026-09-01 00:00:00
200,6,Hydraulic Valve Assembly 200,Demo Aero Components 1,DEMO-PART-00200,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00200"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""287.21""}",true,2026-09-01 00:00:00
201,2,Cabin Air Filter 201,Demo Aero Components 2,DEMO-PART-00201,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00201"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""1354.83""}",true,2026-09-01 00:00:00
202,4,Engine Oil Filter 202,Demo Aero Components 3,DEMO-PART-00202,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00202"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP006"", ""source_unit_cost"": ""323.40""}",true,2026-09-01 00:00:00
203,5,Engine Mount Bolt Kit 203,Demo Aero Components 4,DEMO-PART-00203,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00203"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP024"", ""source_unit_cost"": ""1309.16""}",true,2026-09-01 00:00:00
204,5,Engine Housing Fastener Set 204,Demo Aero Components 5,DEMO-PART-00204,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00204"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP032"", ""source_unit_cost"": ""1829.42""}",true,2026-09-01 00:00:00
205,7,Landing Gear Seal Kit 205,Demo Aero Components 1,DEMO-PART-00205,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00205"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""926.47""}",true,2026-09-01 00:00:00
206,5,Engine Housing Fastener Set 206,Demo Aero Components 2,DEMO-PART-00206,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00206"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP011"", ""source_unit_cost"": ""492.96""}",true,2026-09-01 00:00:00
207,5,Engine Mount Bolt Kit 207,Demo Aero Components 3,DEMO-PART-00207,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00207"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP020"", ""source_unit_cost"": ""651.73""}",true,2026-09-01 00:00:00
208,6,Hydraulic Valve Assembly 208,Demo Aero Components 4,DEMO-PART-00208,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00208"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP036"", ""source_unit_cost"": ""2809.54""}",true,2026-09-01 00:00:00
209,1,Navigation Interface 209,Demo Aero Components 5,DEMO-PART-00209,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00209"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP009"", ""source_unit_cost"": ""213.49""}",true,2026-09-01 00:00:00
210,4,Compressor Service Module 210,Demo Aero Components 1,DEMO-PART-00210,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00210"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""1074.18""}",true,2026-09-01 00:00:00
211,5,Engine Mount Bolt Kit 211,Demo Aero Components 2,DEMO-PART-00211,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00211"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""1199.34""}",true,2026-09-01 00:00:00
212,5,Engine Housing Fastener Set 212,Demo Aero Components 3,DEMO-PART-00212,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00212"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""1060.94""}",true,2026-09-01 00:00:00
213,1,Navigation Interface 213,Demo Aero Components 4,DEMO-PART-00213,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00213"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP029"", ""source_unit_cost"": ""374.67""}",true,2026-09-01 00:00:00
214,5,Engine Housing Fastener Set 214,Demo Aero Components 5,DEMO-PART-00214,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 550, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00214"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP034"", ""source_unit_cost"": ""933.94""}",true,2026-09-01 00:00:00
215,5,Engine Mount Bolt Kit 215,Demo Aero Components 1,DEMO-PART-00215,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 553, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00215"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP024"", ""source_unit_cost"": ""2286.79""}",true,2026-09-01 00:00:00
216,1,Communication Control Unit 216,Demo Aero Components 2,DEMO-PART-00216,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00216"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP008"", ""source_unit_cost"": ""306.86""}",true,2026-09-01 00:00:00
217,5,Engine Mount Bolt Kit 217,Demo Aero Components 3,DEMO-PART-00217,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00217"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP007"", ""source_unit_cost"": ""691.28""}",true,2026-09-01 00:00:00
218,2,Cabin Control Panel 218,Demo Aero Components 4,DEMO-PART-00218,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00218"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""2340.25""}",true,2026-09-01 00:00:00
219,1,Navigation Interface 219,Demo Aero Components 5,DEMO-PART-00219,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00219"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP021"", ""source_unit_cost"": ""2387.27""}",true,2026-09-01 00:00:00
220,3,Engine Starter Relay 220,Demo Aero Components 1,DEMO-PART-00220,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00220"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP023"", ""source_unit_cost"": ""8993.00""}",true,2026-09-01 00:00:00
221,3,Engine Ignition Lead 221,Demo Aero Components 2,DEMO-PART-00221,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 529, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00221"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP010"", ""source_unit_cost"": ""1860.27""}",true,2026-09-01 00:00:00
222,5,Engine Housing Fastener Set 222,Demo Aero Components 3,DEMO-PART-00222,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00222"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP021"", ""source_unit_cost"": ""2487.27""}",true,2026-09-01 00:00:00
223,1,Navigation Interface 223,Demo Aero Components 4,DEMO-PART-00223,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00223"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""533.73""}",true,2026-09-01 00:00:00
224,5,Engine Housing Fastener Set 224,Demo Aero Components 5,DEMO-PART-00224,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 547, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00224"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""2857.81""}",true,2026-09-01 00:00:00
225,7,Landing Gear Seal Kit 225,Demo Aero Components 1,DEMO-PART-00225,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00225"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP032"", ""source_unit_cost"": ""689.10""}",true,2026-09-01 00:00:00
226,6,Hydraulic Valve Assembly 226,Demo Aero Components 2,DEMO-PART-00226,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00226"", ""source_shelf_life_days"": 802, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""1134.87""}",true,2026-09-01 00:00:00
227,7,Landing Gear Seal Kit 227,Demo Aero Components 3,DEMO-PART-00227,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00227"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""739.27""}",true,2026-09-01 00:00:00
228,5,Engine Housing Fastener Set 228,Demo Aero Components 4,DEMO-PART-00228,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00228"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""8071.81""}",true,2026-09-01 00:00:00
229,6,Hydraulic Filter 229,Demo Aero Components 5,DEMO-PART-00229,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00229"", ""source_shelf_life_days"": 909, ""source_supplier_id"": ""SUP001"", ""source_unit_cost"": ""486.91""}",true,2026-09-01 00:00:00
230,1,Communication Control Unit 230,Demo Aero Components 1,DEMO-PART-00230,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00230"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""315.21""}",true,2026-09-01 00:00:00
231,2,Cabin Air Filter 231,Demo Aero Components 2,DEMO-PART-00231,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00231"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP002"", ""source_unit_cost"": ""628.39""}",true,2026-09-01 00:00:00
232,4,Engine Oil Filter 232,Demo Aero Components 3,DEMO-PART-00232,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00232"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP021"", ""source_unit_cost"": ""669.91""}",true,2026-09-01 00:00:00
233,2,Cabin Air Filter 233,Demo Aero Components 4,DEMO-PART-00233,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00233"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""10397.09""}",true,2026-09-01 00:00:00
234,3,Engine Starter Relay 234,Demo Aero Components 5,DEMO-PART-00234,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 530, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00234"", ""source_shelf_life_days"": 638, ""source_supplier_id"": ""SUP004"", ""source_unit_cost"": ""4609.98""}",true,2026-09-01 00:00:00
235,4,Engine Oil Filter 235,Demo Aero Components 1,DEMO-PART-00235,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00235"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""5064.85""}",true,2026-09-01 00:00:00
236,6,Hydraulic Valve Assembly 236,Demo Aero Components 2,DEMO-PART-00236,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00236"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP030"", ""source_unit_cost"": ""6060.44""}",true,2026-09-01 00:00:00
237,8,Access Panel 237,Demo Aero Components 3,DEMO-PART-00237,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00237"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP005"", ""source_unit_cost"": ""191.53""}",true,2026-09-01 00:00:00
238,2,Cabin Control Panel 238,Demo Aero Components 4,DEMO-PART-00238,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00238"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP040"", ""source_unit_cost"": ""699.01""}",true,2026-09-01 00:00:00
239,8,Access Panel 239,Demo Aero Components 5,DEMO-PART-00239,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00239"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""273.10""}",true,2026-09-01 00:00:00
240,3,Engine Starter Relay 240,Demo Aero Components 1,DEMO-PART-00240,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00240"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1112.44""}",true,2026-09-01 00:00:00
241,4,Engine Oil Filter 241,Demo Aero Components 2,DEMO-PART-00241,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 524, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00241"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP012"", ""source_unit_cost"": ""388.21""}",true,2026-09-01 00:00:00
242,3,Engine Starter Relay 242,Demo Aero Components 3,DEMO-PART-00242,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 526, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00242"", ""source_shelf_life_days"": 823, ""source_supplier_id"": ""SUP019"", ""source_unit_cost"": ""1006.69""}",true,2026-09-01 00:00:00
243,7,Landing Gear Seal Kit 243,Demo Aero Components 4,DEMO-PART-00243,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00243"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP008"", ""source_unit_cost"": ""18478.00""}",true,2026-09-01 00:00:00
244,6,Hydraulic Valve Assembly 244,Demo Aero Components 5,DEMO-PART-00244,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00244"", ""source_shelf_life_days"": 437, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""1043.57""}",true,2026-09-01 00:00:00
245,7,Landing Gear Seal Kit 245,Demo Aero Components 1,DEMO-PART-00245,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00245"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP009"", ""source_unit_cost"": ""1245.35""}",true,2026-09-01 00:00:00
246,7,Landing Gear Sensor 246,Demo Aero Components 2,DEMO-PART-00246,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00246"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP003"", ""source_unit_cost"": ""993.32""}",true,2026-09-01 00:00:00
247,3,Engine Ignition Lead 247,Demo Aero Components 3,DEMO-PART-00247,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Electrical"", ""source_part_id"": ""P00247"", ""source_shelf_life_days"": 1063, ""source_supplier_id"": ""SUP015"", ""source_unit_cost"": ""9723.56""}",true,2026-09-01 00:00:00
248,1,Communication Control Unit 248,Demo Aero Components 4,DEMO-PART-00248,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Avionics"", ""source_part_id"": ""P00248"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP027"", ""source_unit_cost"": ""260.05""}",true,2026-09-01 00:00:00
249,6,Hydraulic Filter 249,Demo Aero Components 5,DEMO-PART-00249,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00249"", ""source_shelf_life_days"": 653, ""source_supplier_id"": ""SUP031"", ""source_unit_cost"": ""495.73""}",true,2026-09-01 00:00:00
250,8,Structural Bracket 250,Demo Aero Components 1,DEMO-PART-00250,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Structure"", ""source_part_id"": ""P00250"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP015"", ""source_unit_cost"": ""4936.40""}",true,2026-09-01 00:00:00
251,6,Hydraulic Filter 251,Demo Aero Components 2,DEMO-PART-00251,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00251"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP013"", ""source_unit_cost"": ""1971.19""}",true,2026-09-01 00:00:00
252,4,Compressor Service Module 252,Demo Aero Components 3,DEMO-PART-00252,MODULE,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 554, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Engine"", ""source_part_id"": ""P00252"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP032"", ""source_unit_cost"": ""528.44""}",true,2026-09-01 00:00:00
253,6,Hydraulic Filter 253,Demo Aero Components 4,DEMO-PART-00253,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00253"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP028"", ""source_unit_cost"": ""520.84""}",true,2026-09-01 00:00:00
254,6,Hydraulic Valve Assembly 254,Demo Aero Components 5,DEMO-PART-00254,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""Hydraulics"", ""source_part_id"": ""P00254"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP034"", ""source_unit_cost"": ""740.26""}",true,2026-09-01 00:00:00
255,5,Engine Mount Bolt Kit 255,Demo Aero Components 1,DEMO-PART-00255,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 527, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00255"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP037"", ""source_unit_cost"": ""1147.41""}",true,2026-09-01 00:00:00
256,5,Engine Housing Fastener Set 256,Demo Aero Components 2,DEMO-PART-00256,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 528, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00256"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP033"", ""source_unit_cost"": ""4297.61""}",true,2026-09-01 00:00:00
257,2,Cabin Air Filter 257,Demo Aero Components 3,DEMO-PART-00257,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Cabin"", ""source_part_id"": ""P00257"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP038"", ""source_unit_cost"": ""1057.87""}",true,2026-09-01 00:00:00
258,7,Landing Gear Sensor 258,Demo Aero Components 4,DEMO-PART-00258,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": null, ""is_demo"": true, ""source_is_repairable"": true, ""source_part_family"": ""LandingGear"", ""source_part_id"": ""P00258"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP017"", ""source_unit_cost"": ""3032.38""}",true,2026-09-01 00:00:00
259,5,Engine Mount Bolt Kit 259,Demo Aero Components 5,DEMO-PART-00259,COMPONENT,Custom educational catalog item; technical identity and fitment are generated for the demo.,"{""demo_engine_model_id"": 542, ""is_demo"": true, ""source_is_repairable"": false, ""source_part_family"": ""Fasteners"", ""source_part_id"": ""P00259"", ""source_shelf_life_days"": null, ""source_supplier_id"": ""SUP016"", ""source_unit_cost"": ""1613.66""}",true,2026-09-01 00:00:00
